sample_id,condition_id,csv_row_id,source_pdf_path,npz_path,preview_path,extract_method,passed_quality,reason_codes,material_id,speed_rpm,temperature_c,r_bore_mm,r_outer_mm,z_width_mm,area_mm2,volume_mm3,min_thickness_mm,max_width_mm,sdf_zero_level_error_mm,semantic_hub_coverage,semantic_web_coverage,semantic_rim_coverage,mass_kg,polar_inertia_kg_mm2,sigma_vm_proxy_mpa,risk_score_proxy,dataset_version
F404_0107,C_Inco718_RPM11292_T650_OR247.458_BR71.3035,107,D:\sdfdata\F404HPT\data\raw\pdf\F404_0107.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0107.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0107.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,71.3035,247.458,77.104,7640.500845,6662673.206,15.24318335,100.5920314,0.1961422,0.486552237,0.420507276,0.092940487,54.56729356,1513175.813,46005.54715,10,sdf_meridian_v0.1
F404_0108,C_Inco718_RPM11292_T650_OR251.434_BR68.1315,108,D:\sdfdata\F404HPT\data\raw\pdf\F404_0108.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0108.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0108.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,68.1315,251.434,72.272,8288.771771,7107769.572,14.25542586,100.5922374,0.219020477,0.505794845,0.386351842,0.107853313,58.2126328,1609950.714,50786.78135,10,sdf_meridian_v0.1
F404_0109,C_Inco718_RPM11292_T650_OR245.302_BR67.2865,109,D:\sdfdata\F404HPT\data\raw\pdf\F404_0109.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0109.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0109.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.2865,245.302,85.008,7702.371203,6427706.615,14.45309875,99.20742087,0.183589738,0.541188552,0.343929991,0.114881457,52.64291717,1386754.733,47678.6648,10,sdf_meridian_v0.1
F404_0110,C_Inco718_RPM11292_T650_OR254.066_BR67.4035,110,D:\sdfdata\F404HPT\data\raw\pdf\F404_0110.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0110.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0110.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.4035,254.066,74.288,8521.230038,7244729.746,15.94357567,100.5921229,0.233429345,0.526766229,0.360306389,0.112927382,59.33433662,1658091.595,46364.99845,10,sdf_meridian_v0.1
F404_0111,C_Inco718_RPM11292_T650_OR246.786_BR71.2385,111,D:\sdfdata\F404HPT\data\raw\pdf\F404_0111.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0111.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0111.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,71.2385,246.786,80.656,7233.942935,6024994.737,11.2286645,100.5921059,0.191568363,0.535748106,0.391382576,0.072869318,49.3447069,1259422.35,62114.90257,10,sdf_meridian_v0.1
F404_0112,C_Inco718_RPM11292_T650_OR254.43_BR66.5325,112,D:\sdfdata\F404HPT\data\raw\pdf\F404_0112.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0112.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0112.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,66.5325,254.43,80.272,8261.961271,7097152.813,15.65875088,100.5920827,0.247016601,0.499977751,0.36928759,0.130734659,58.12568154,1624003.237,47343.722,10,sdf_meridian_v0.1
F404_0114,C_Inco718_RPM11292_T650_OR255.074_BR71.7455,114,D:\sdfdata\F404HPT\data\raw\pdf\F404_0114.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0114.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0114.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,71.7455,255.074,86.224,8168.997781,7146365.08,14.88446183,102.1683373,0.215729424,0.476575696,0.389012357,0.134411948,58.52873001,1665077.547,50058.99489,10,sdf_meridian_v0.1
F404_0115,C_Inco718_RPM11292_T650_OR246.562_BR67.9495,115,D:\sdfdata\F404HPT\data\raw\pdf\F404_0115.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0115.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0115.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.9495,246.562,78.32,7754.119799,6513900.097,14.50156925,99.5401269,0.184386805,0.534913832,0.360612555,0.104473614,53.34884179,1419773.415,48008.72411,10,sdf_meridian_v0.1
F404_0116,C_Inco718_RPM11292_T650_OR251.602_BR68.0795,116,D:\sdfdata\F404HPT\data\raw\pdf\F404_0116.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0116.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0116.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,68.0795,251.602,77.648,8186.295954,6976606.612,14.90021271,102.2764529,0.21691151,0.522977778,0.369555556,0.107466667,57.13840815,1571262.64,48654.00399,10,sdf_meridian_v0.1
F404_0117,C_Inco718_RPM11292_T650_OR245.834_BR69.5875,117,D:\sdfdata\F404HPT\data\raw\pdf\F404_0117.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0117.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0117.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.5875,245.834,78.032,7550.049702,6378856.934,14.30947344,98.2215633,0.191176523,0.528681201,0.354092209,0.11722659,52.24283829,1391542.334,48366.32826,10,sdf_meridian_v0.1
F404_0118,C_Inco718_RPM11292_T650_OR247.794_BR69.2235,118,D:\sdfdata\F404HPT\data\raw\pdf\F404_0118.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0118.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0118.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.2235,247.794,73.136,7959.036465,6643559.973,13.16108751,100.5921327,0.178494373,0.543451599,0.373674989,0.082873412,54.41075618,1443923.96,53428.46197,10,sdf_meridian_v0.1
F404_0119,C_Inco718_RPM11292_T650_OR249.754_BR71.3165,119,D:\sdfdata\F404HPT\data\raw\pdf\F404_0119.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0119.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0119.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,71.3165,249.754,83.664,7738.932663,6661730.489,14.48736098,99.4426,0.18414173,0.504598625,0.371506384,0.123894991,54.55957271,1499079.575,49308.12635,10,sdf_meridian_v0.1
F404_0120,C_Inco718_RPM11292_T650_OR257.79_BR66.8575,120,D:\sdfdata\F404HPT\data\raw\pdf\F404_0120.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0120.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0120.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,66.8575,257.79,84.944,8860.710067,7635191.254,15.50183146,106.4060202,0.237899572,0.518159488,0.362049303,0.11979121,62.53221637,1804282.316,49094.40478,10,sdf_meridian_v0.1
F404_0121,C_Inco718_RPM11292_T650_OR248.97_BR72.6685,121,D:\sdfdata\F404HPT\data\raw\pdf\F404_0121.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0121.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0121.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,72.6685,248.97,82.96,7707.598882,6717698.42,16.60243778,100.5919697,0.192930901,0.499843687,0.405966683,0.09418963,55.01795006,1550003.936,42756.78618,10,sdf_meridian_v0.1
F404_0122,C_Inco718_RPM11292_T650_OR254.738_BR68.1185,122,D:\sdfdata\F404HPT\data\raw\pdf\F404_0122.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0122.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0122.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,68.1185,254.738,78.896,8486.263006,7355289.029,15.728806,100.5921438,0.240030161,0.51548301,0.350747233,0.133769758,60.23981715,1734217.147,47247.03837,10,sdf_meridian_v0.1
F404_0123,C_Inco718_RPM11292_T650_OR249.25_BR68.4045,123,D:\sdfdata\F404HPT\data\raw\pdf\F404_0123.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0123.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0123.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,68.4045,249.25,86.512,7949.214595,6741572.192,14.68286678,100.7845701,0.196992118,0.529689098,0.380109416,0.090201486,55.21347625,1497721.589,48455.4189,10,sdf_meridian_v0.1
F404_0124,C_Inco718_RPM11292_T650_OR257.874_BR70.1855,124,D:\sdfdata\F404HPT\data\raw\pdf\F404_0124.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0124.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0124.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,70.1855,257.874,73.232,7807.394235,6832770.368,12.75946636,100.5921883,0.24417461,0.491574748,0.39699601,0.111429242,55.96038931,1614253.153,59685.03862,10,sdf_meridian_v0.1
F404_0125,C_Inco718_RPM11292_T650_OR244.294_BR66.6885,125,D:\sdfdata\F404HPT\data\raw\pdf\F404_0125.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0125.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0125.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,66.6885,244.294,74,7939.067487,6369111.554,14.38534264,100.5920462,0.193710459,0.56506161,0.378309884,0.056628507,52.16302363,1261898.228,47510.35408,10,sdf_meridian_v0.1
F404_0126,C_Inco718_RPM11292_T650_OR244.238_BR68.1575,126,D:\sdfdata\F404HPT\data\raw\pdf\F404_0126.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0126.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0126.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,68.1575,244.238,87.312,7535.834179,6296244.096,14.29599588,98.12905208,0.191922809,0.54134465,0.354165736,0.104489614,51.56623915,1353007.404,47785.36771,10,sdf_meridian_v0.1
F404_0127,C_Inco718_RPM11292_T650_OR252.414_BR69.2105,127,D:\sdfdata\F404HPT\data\raw\pdf\F404_0127.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0127.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0127.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.2105,252.414,72.944,8157.861742,7004327.136,14.87431306,102.0986753,0.215099552,0.515668756,0.383784505,0.10054674,57.36543925,1591617.721,49053.82043,10,sdf_meridian_v0.1
F404_0128,C_Inco718_RPM11292_T650_OR248.998_BR69.9385,128,D:\sdfdata\F404HPT\data\raw\pdf\F404_0128.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0128.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0128.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.9385,248.998,78.384,7748.512287,6538188.355,14.13960838,100.5921607,0.19621717,0.525173022,0.375175284,0.099651694,53.54776263,1426022.097,50215.43312,10,sdf_meridian_v0.1
F404_0129,C_Inco718_RPM11292_T650_OR253.618_BR71.0045,129,D:\sdfdata\F404HPT\data\raw\pdf\F404_0129.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0129.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0129.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,71.0045,253.618,80.144,7845.629999,6711889.916,12.79092245,100.5922241,0.20034992,0.529837498,0.362374255,0.107788247,54.97037841,1528436.055,57589.21488,10,sdf_meridian_v0.1
F404_0130,C_Inco718_RPM11292_T650_OR248.214_BR68.7035,130,D:\sdfdata\F404HPT\data\raw\pdf\F404_0130.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0130.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0130.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,68.7035,248.214,73.488,7974.764147,6875033.029,15.18061871,100.592047,0.19203138,0.514725952,0.348976447,0.136297601,56.30652051,1571527.514,46477.84156,10,sdf_meridian_v0.1
F404_0131,C_Inco718_RPM11292_T650_OR257.902_BR67.9365,131,D:\sdfdata\F404HPT\data\raw\pdf\F404_0131.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0131.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0131.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.9365,257.902,73.424,8610.459336,7439058.034,15.09438847,100.5920918,0.240435125,0.526309035,0.330638261,0.143052704,60.9258853,1778796.714,50463.4309,10,sdf_meridian_v0.1
F404_0132,C_Inco718_RPM11292_T650_OR253.59_BR67.8845,132,D:\sdfdata\F404HPT\data\raw\pdf\F404_0132.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0132.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0132.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.8845,253.59,75.536,8193.925771,6955635.581,12.49558796,100.5919785,0.231948617,0.530360784,0.352140768,0.117498449,56.9666554,1586217.949,58937.32601,10,sdf_meridian_v0.1
F404_0133,C_Inco718_RPM11292_T650_OR257.622_BR72.3565,133,D:\sdfdata\F404HPT\data\raw\pdf\F404_0133.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0133.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0133.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,72.3565,257.622,84.816,8061.028699,7237746.202,13.87339065,100.5921229,0.225936037,0.47985463,0.361988514,0.158156856,59.27714139,1819413.858,54785.56644,10,sdf_meridian_v0.1
F404_0134,C_Inco718_RPM11292_T650_OR249.642_BR71.5765,134,D:\sdfdata\F404HPT\data\raw\pdf\F404_0134.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0134.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0134.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,71.5765,249.642,83.504,7706.698608,6639942.15,14.45715826,99.23528569,0.183561682,0.504621155,0.387417958,0.107960888,54.38112621,1494612.023,49366.83084,10,sdf_meridian_v0.1
F404_0135,C_Inco718_RPM11292_T650_OR245.666_BR69.6785,135,D:\sdfdata\F404HPT\data\raw\pdf\F404_0135.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0135.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0135.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.6785,245.666,82.032,7527.875916,6359917.487,14.2884452,98.0772235,0.19234262,0.528657583,0.354121063,0.117221354,52.08772422,1386681.312,48371.32817,10,sdf_meridian_v0.1
F404_0136,C_Inco718_RPM11292_T650_OR245.47_BR72.7595,136,D:\sdfdata\F404HPT\data\raw\pdf\F404_0136.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0136.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0136.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,72.7595,245.47,73.616,7402.878326,6289085.645,12.9069428,100.5921284,0.213843027,0.509080978,0.395602895,0.095316127,51.50761143,1354452.934,53463.37074,10,sdf_meridian_v0.1
F404_0137,C_Inco718_RPM11292_T650_OR256.838_BR70.0555,137,D:\sdfdata\F404HPT\data\raw\pdf\F404_0137.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0137.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0137.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,70.0555,256.838,85.584,8129.65031,7243710.663,13.48488869,100.5919628,0.243036291,0.478812987,0.366100779,0.155086234,59.32599033,1768893.964,56021.41442,10,sdf_meridian_v0.1
F404_0138,C_Inco718_RPM11292_T650_OR248.354_BR71.8625,138,D:\sdfdata\F404HPT\data\raw\pdf\F404_0138.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0138.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0138.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,71.8625,248.354,84.88,7598.199461,6482481.077,15.74921145,100.592087,0.192739825,0.527018436,0.376350922,0.096630642,53.09152002,1436021.262,44850.40625,10,sdf_meridian_v0.1
F404_0139,C_Inco718_RPM11292_T650_OR254.318_BR72.1355,139,D:\sdfdata\F404HPT\data\raw\pdf\F404_0139.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0139.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0139.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,72.1355,254.318,87.504,8095.355885,7256111.186,13.85150898,100.5920817,0.205010497,0.468360562,0.383944692,0.147694747,59.42755061,1763299.231,53473.66954,10,sdf_meridian_v0.1
F404_0140,C_Inco718_RPM11292_T650_OR247.682_BR67.7805,140,D:\sdfdata\F404HPT\data\raw\pdf\F404_0140.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0140.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0140.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.7805,247.682,77.904,7954.838812,6788309.11,15.46629198,100.5921154,0.190222517,0.495101068,0.396857622,0.10804131,55.59625161,1489327.023,45424.01971,10,sdf_meridian_v0.1
F404_0141,C_Inco718_RPM11292_T650_OR251.546_BR72.2265,141,D:\sdfdata\F404HPT\data\raw\pdf\F404_0141.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0141.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0141.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,72.2265,251.546,76.464,7716.415469,6749285.165,16.50440138,100.5919643,0.199249822,0.5014073,0.360495733,0.138096967,55.2766455,1586444.645,43905.39928,10,sdf_meridian_v0.1
F404_0142,C_Inco718_RPM11292_T650_OR254.766_BR70.6665,142,D:\sdfdata\F404HPT\data\raw\pdf\F404_0142.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0142.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0142.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,70.6665,254.766,78.096,7642.579141,6584252.848,14.82460465,100.5920851,0.224751191,0.514399018,0.373335851,0.112265131,53.92503082,1497759.169,50139.81108,10,sdf_meridian_v0.1
F404_0143,C_Inco718_RPM11292_T650_OR255.242_BR67.7285,143,D:\sdfdata\F404HPT\data\raw\pdf\F404_0143.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0143.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0143.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,67.7285,255.242,80.72,8035.17259,7072892.345,12.27357862,100.5919872,0.251017831,0.502169643,0.34801078,0.149819577,57.9269883,1699276.163,60787.73281,10,sdf_meridian_v0.1
F404_0144,C_Inco718_RPM11292_T650_OR256.026_BR68.8335,144,D:\sdfdata\F404HPT\data\raw\pdf\F404_0144.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0144.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0144.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,68.8335,256.026,80.048,7855.176123,6773831.739,13.82893981,100.5920019,0.230504545,0.518261437,0.364529954,0.117208609,55.47768194,1575631.988,54282.78642,10,sdf_meridian_v0.1
F404_0145,C_Inco718_RPM11292_T650_OR254.234_BR71.8235,145,D:\sdfdata\F404HPT\data\raw\pdf\F404_0145.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0145.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0145.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,71.8235,254.234,79.344,7547.211859,6785581.417,13.63605287,100.5921399,0.199441894,0.470510397,0.378733459,0.150756144,55.57391181,1671747.914,54282.70251,10,sdf_meridian_v0.1
F404_0146,C_Inco718_RPM11292_T650_OR254.934_BR69.9905,146,D:\sdfdata\F404HPT\data\raw\pdf\F404_0146.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0146.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0146.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.9905,254.934,81.936,8272.724145,7268193.235,14.63203167,100.5921698,0.236639491,0.493779194,0.359584407,0.146636399,59.5265026,1739363.03,50866.72356,10,sdf_meridian_v0.1
F404_0147,C_Inco718_RPM11292_T650_OR249.166_BR71.2905,147,D:\sdfdata\F404HPT\data\raw\pdf\F404_0147.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0147.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0147.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,71.2905,249.166,84.784,7884.546861,6803519.986,16.68399679,100.592117,0.187403768,0.512761737,0.357681287,0.129556976,55.72082869,1557594.842,42614.78871,10,sdf_meridian_v0.1
F404_0148,C_Inco718_RPM11292_T650_OR251.798_BR71.9405,148,D:\sdfdata\F404HPT\data\raw\pdf\F404_0148.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0148.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0148.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,71.9405,251.798,84.304,7862.595128,6824830.536,14.60265094,100.2339611,0.19094548,0.485071629,0.41745883,0.097469541,55.89536209,1558491.058,49722.81698,10,sdf_meridian_v0.1
F404_0149,C_Inco718_RPM11292_T650_OR250.734_BR68.6645,149,D:\sdfdata\F404HPT\data\raw\pdf\F404_0149.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0149.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0149.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,68.6645,250.734,75.824,8196.19832,6976429.19,13.08502638,100.5920203,0.19826653,0.528380671,0.343743204,0.127876125,57.13695507,1585676.725,55021.79218,10,sdf_meridian_v0.1
F404_0150,C_Inco718_RPM11292_T650_OR246.142_BR70.0425,150,D:\sdfdata\F404HPT\data\raw\pdf\F404_0150.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0150.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0150.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,70.0425,246.142,75.76,8028.711972,6810561.067,15.36024636,100.5922519,0.202092338,0.516112444,0.372300309,0.111587247,55.77849514,1501433.952,45170.62977,10,sdf_meridian_v0.1
F404_0151,C_Inco718_RPM11292_T650_OR251.322_BR69.8475,151,D:\sdfdata\F404HPT\data\raw\pdf\F404_0151.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0151.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0151.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,69.8475,251.322,84.4,8004.607197,6872769.771,14.73393536,101.1351096,0.201271959,0.515695865,0.390662517,0.093641618,56.28798443,1554574.212,49093.62838,10,sdf_meridian_v0.1
F404_0152,C_Inco718_RPM11292_T650_OR256.558_BR68.8855,152,D:\sdfdata\F404HPT\data\raw\pdf\F404_0152.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0152.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0152.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,68.8855,256.558,83.888,8560.71594,7421223.353,15.23715168,104.5892335,0.253982908,0.495656413,0.397172237,0.10717135,60.77981926,1726600.503,49470.94524,10,sdf_meridian_v0.1
F404_0153,C_Inco718_RPM11292_T650_OR248.018_BR72.8635,153,D:\sdfdata\F404HPT\data\raw\pdf\F404_0153.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0153.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0153.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,72.8635,248.018,85.808,7456.78132,6434711.264,14.22081384,97.61299549,0.196434949,0.493867356,0.422684091,0.083448553,52.70028525,1442153.039,49536.44404,10,sdf_meridian_v0.1
F404_0154,C_Inco718_RPM11292_T650_OR253.898_BR66.5195,154,D:\sdfdata\F404HPT\data\raw\pdf\F404_0154.pdf,D:\sdfdata\F404HPT\data\processed\meridian_samples\F404_0154.npz,D:\sdfdata\F404HPT\data\reports\figures\pdf_contour_overlay\F404_0154.png,vector,FALSE,MULTI_INTERVAL_AT_R;WIDTH_MISMATCH,Inco718,11292,650,66.5195,253.898,80.112,8248.050466,6996346.153,12.81311971,100.5920483,0.245705815,0.526386106,0.365308395,0.1083055,57.30007499,1579777.306,57616.45753,10,sdf_meridian_v0.1
